epoch,timestamp_ms,tag1_anchor_count,tag1_avg_rssi,tag1_solve_ok,tag1_x,tag1_y,tag1_z,tag1_rmse_m,tag2_anchor_count,tag2_avg_rssi,tag2_solve_ok,tag2_x,tag2_y,tag2_z,tag2_rmse_m,fused_tag,fused_x,fused_y,fused_z,fused_rmse_m,flags
436,262085.5,5,-80.201,True,2.7721,-0.9049,1.604,0.2058,2,-78.081,False,,,,,1,2.7344,-0.4865,1.6743,0.2058,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
437,262469.5,5,-81.696,True,2.7827,-1.0676,1.5748,0.1759,4,-81.365,True,2.1049,1.1349,3.7564,0.6389,1,2.7513,-0.6899,1.6395,0.1759,weak_height_geometry
438,262974.5,5,-80.715,True,2.8438,-1.1124,1.5716,0.1696,4,-81.513,True,2.4114,0.3174,3.8357,0.6281,1,2.7837,-0.8378,1.6157,0.1696,weak_height_geometry
439,263274.5,5,-80.958,True,2.8472,-1.1266,1.576,0.1787,4,-82.619,True,2.5178,-0.0566,3.7518,0.6104,1,2.8059,-0.9389,1.6018,0.1787,weak_height_geometry
440,263669.5,5,-81.077,True,2.8442,-1.1294,1.5776,0.1818,4,-82.491,True,2.8034,-0.9782,3.0781,0.4818,1,2.8193,-1.0056,1.5934,0.1818,weak_height_geometry
441,263990.0,5,-80.98,True,2.8311,-1.133,1.5805,0.1816,4,-82.823,True,2.8848,-1.204,2.6855,0.3738,1,2.8234,-1.0502,1.5889,0.1816,weak_height_geometry
442,264210.0,5,-80.575,True,2.8308,-1.1268,1.5817,0.1791,4,-82.787,True,2.9424,-1.3468,2.23,0.2649,1,2.826,-1.077,1.5863,0.1791,weak_height_geometry
443,264489.5,5,-81.218,True,2.8173,-1.1334,1.584,0.1718,4,-81.788,True,2.9645,-1.4595,1.579,0.1592,1,2.823,-1.0967,1.5855,0.1718,weak_height_geometry
444,264969.5,5,-81.143,True,2.8213,-1.1319,1.5859,0.1685,4,-82.284,True,2.9803,-1.5036,1.5436,0.1562,1,2.8224,-1.109,1.5857,0.1685,weak_height_geometry
445,265274.5,5,-81.227,True,2.8223,-1.138,1.5885,0.1787,4,-81.415,True,2.9533,-1.5001,1.5414,0.1587,1,2.8224,-1.1192,1.5867,0.1787,weak_height_geometry
446,265574.5,5,-81.396,True,2.8208,-1.1389,1.5901,0.1849,4,-82.895,True,2.9581,-1.52,1.5333,0.1629,1,2.8218,-1.1261,1.5879,0.1849,weak_height_geometry
